Province,Department,Programme,Subprogramme,Sum - 2018/19 Revised baseline,Sum - 2019/20 Revised baseline,Sum - 2020/21 Indicative baseline
GAUTENG,HUMAN SETTLEMENTS,Housing Development,Incremental Interventions,3288072,3567488,3796443
GAUTENG,HUMAN SETTLEMENTS,Housing Development,Rural Intervention,2000,16095,40903
GAUTENG,HUMAN SETTLEMENTS,Housing Development,Social and Rental Intervention,381489,225012,291269
GAUTENG,HUMAN SETTLEMENTS,"Housing Needs, Research And Planning",,41777.9755852,44126,46553
GAUTENG,HUMAN SETTLEMENTS,"Housing Needs, Research And Planning",Administration,15061.6766061,15905,16780
GAUTENG,HUMAN SETTLEMENTS,"Housing Needs, Research And Planning",Policy,14963.1144048,15807,16676
GAUTENG,HUMAN SETTLEMENTS,"Housing Needs, Research And Planning",PLANNING,11753.1845743,12414,13097
GAUTENG,HUMAN SETTLEMENTS,"Housing Needs, Research And Planning",RESEARCH,0,0,0
GAUTENG,INFRASTRUCTURE DEVELOPMENT,,,3036963.9300725,3122694.231504,3261766
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Administration,,326559.06,337896.231504,367334
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Administration,Corporate Support ,306237.4906,316869,345150
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Administration,Management of the Department ,12075.7325,12320,12998
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Administration,Office of the MEC,8245.8369,8707.231504,9186
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Expanded Public Works Programme ,,317763,326618,342369
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Expanded Public Works Programme ,Community Development ,240563,95924,101200
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Expanded Public Works Programme ,Programme Support CBP,77200,230694,241169
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Public Works Infrastructure ,,2392641.8700725,2458180,2552063
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Public Works Infrastructure ,Construction,270648.8700725,206749,175738
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Public Works Infrastructure ,Immovable Asset Management ,1519656,1588261,1676681
GAUTENG,INFRASTRUCTURE DEVELOPMENT,Public Works Infrastructure ,Maintenance,602337,663170,699644
GAUTENG,OFFICE OF THE PREMIER,,,702694,695548,735712
GAUTENG,OFFICE OF THE PREMIER,Administration,,161526,128708,121958
GAUTENG,OFFICE OF THE PREMIER,Administration,Director General ,78752,39421,27761
GAUTENG,OFFICE OF THE PREMIER,Administration,Executive council Support ,11683,12257,12931
GAUTENG,OFFICE OF THE PREMIER,Administration,Financial Management ,47587,50498,53275
GAUTENG,OFFICE OF THE PREMIER,Administration,Premier's Support ,21957,24908,26278
GAUTENG,OFFICE OF THE PREMIER,Administration,Programme Support ,1547,1624,1713
GAUTENG,OFFICE OF THE PREMIER,Institutional Development,,245138,252154,266560
GAUTENG,OFFICE OF THE PREMIER,Institutional Development,Communication Services ,85921,90294,95261
GAUTENG,OFFICE OF THE PREMIER,Institutional Development,Information Communication ,12783,14169,15483
GAUTENG,OFFICE OF THE PREMIER,Institutional Development,Legal Services ,13129,13483,14225
GAUTENG,OFFICE OF THE PREMIER,Institutional Development,Programme Support ,2210,2324,2452
GAUTENG,OFFICE OF THE PREMIER,Institutional Development,Service delivery intervention,45870,51229,54046
GAUTENG,OFFICE OF THE PREMIER,Institutional Development,Strategic Human Resources ,85225,80655,85093
GAUTENG,OFFICE OF THE PREMIER,POLICY & GOVERNANCE,,296030,314686,347194
GAUTENG,OFFICE OF THE PREMIER,POLICY & GOVERNANCE,Inter-governmental Relations ,42385,37404,47558
GAUTENG,OFFICE OF THE PREMIER,POLICY & GOVERNANCE,Programme Support,2497,2629,2774
GAUTENG,OFFICE OF THE PREMIER,POLICY & GOVERNANCE,Provincial Policy Management ,251148,274653,296862
GAUTENG,PROVINCIAL LEGISLATURE,,,715823.724449,761430,806130.085
GAUTENG,PROVINCIAL LEGISLATURE,Core Business,,259093.92,267815,283683.585
GAUTENG,PROVINCIAL LEGISLATURE,Core Business,Communication ,41909.12,53711,54397
GAUTENG,PROVINCIAL LEGISLATURE,Core Business,ED Core Business,164125.09,157460,170026
GAUTENG,PROVINCIAL LEGISLATURE,Core Business,Information and Knowledge Management,19609.15,16597,17159
GAUTENG,PROVINCIAL LEGISLATURE,Core Business,Parliamentary Business,33450.56,40047,42101.585
GAUTENG,PROVINCIAL LEGISLATURE,Corporate Support Services,,338072.964449,355346,375139.5
GAUTENG,PROVINCIAL LEGISLATURE,Corporate Support Services,ED Corporate Support Services,113787.78,112653,121169
GAUTENG,PROVINCIAL LEGISLATURE,Corporate Support Services,Institutional Support Services,38850.68,32682,33316.1
GAUTENG,PROVINCIAL LEGISLATURE,Corporate Support Services,IT and Technology,14136.7095,18016,18916.8
GAUTENG,PROVINCIAL LEGISLATURE,Corporate Support Services,Members Affairs,131839.022,143069,150865.3
GAUTENG,PROVINCIAL LEGISLATURE,Corporate Support Services,Operational Support Services,39458.772949,48926,50872.3
GAUTENG,PROVINCIAL LEGISLATURE,Leadership and Governance,,36914,54104,57160
GAUTENG,PROVINCIAL LEGISLATURE,Leadership and Governance,Adminstrative Operations,3860,3524,3700
GAUTENG,PROVINCIAL LEGISLATURE,Leadership and Governance,Inter-Legislature Relations,7964,9018,9239
GAUTENG,PROVINCIAL LEGISLATURE,Leadership and Governance,Office of the Executive Director,23270,22181,23871
GAUTENG,PROVINCIAL LEGISLATURE,Leadership and Governance,Oversight and Liaison,1820,19381,20350
GAUTENG,PROVINCIAL LEGISLATURE,Office of the CFO,,56433.22,58201,62696
GAUTENG,PROVINCIAL LEGISLATURE,Office of the CFO,"Audit, Risk and Governance",1449.72,1622,1687
GAUTENG,PROVINCIAL LEGISLATURE,Office of the CFO,Chief Financial Officer,46785.5,46040,49503
GAUTENG,PROVINCIAL LEGISLATURE,Office of the CFO,Finance,476,240,250
GAUTENG,PROVINCIAL LEGISLATURE,Office of the CFO,Supply Chain Management,7722,10299,11256
GAUTENG,PROVINCIAL LEGISLATURE,Office of the Secretary,,25309.62,25964,27451
GAUTENG,PROVINCIAL LEGISLATURE,Office of the Secretary,Office of the Integrity Commisioner,230.82,244,254
GAUTENG,PROVINCIAL LEGISLATURE,Office of the Secretary,Office of the Secretary,25078.8,25720,27197
GAUTENG,PROVINCIAL TREASURY,,,796413,831470,882786
GAUTENG,PROVINCIAL TREASURY, Administration,,149397,161278,169434
GAUTENG,PROVINCIAL TREASURY, Administration,Corporate Management,84850,95432,100681
GAUTENG,PROVINCIAL TREASURY, Administration,Financial Management Services (CFO),42596,42057,43657
GAUTENG,PROVINCIAL TREASURY, Administration,Office of the HOD,13534,14927,15748
GAUTENG,PROVINCIAL TREASURY, Administration,Office of the MEC,8417,8862,9348
GAUTENG,PROVINCIAL TREASURY,Financial Governance,,166413,170419,179793
GAUTENG,PROVINCIAL TREASURY,Financial Governance,Financial Information Management Systems,35400,37715,39788
GAUTENG,PROVINCIAL TREASURY,Financial Governance,Norms and Standards,5213,5516,5819
GAUTENG,PROVINCIAL TREASURY,Financial Governance,Programme Support/Office of the DDG,5769,6000,6332
GAUTENG,PROVINCIAL TREASURY,Financial Governance,Provincial Accounting Services,59849,60640,63975
GAUTENG,PROVINCIAL TREASURY,Financial Governance,Provincial Forensic Audits,41523,40705,42945
GAUTENG,PROVINCIAL TREASURY,Financial Governance,Transversal Internal Audit and Risk Management,18659,19843,20934
GAUTENG,PROVINCIAL TREASURY,Gauteng Audit Services,,117992,134224,141605
GAUTENG,PROVINCIAL TREASURY,Gauteng Audit Services,Audit Centre of Excellence ,0,0,0
GAUTENG,PROVINCIAL TREASURY,Gauteng Audit Services,Financial Audit and Risk Compliance,0,0,0
GAUTENG,PROVINCIAL TREASURY,Gauteng Audit Services,Performance and Computer Audit Services,25042,32708,34507
GAUTENG,PROVINCIAL TREASURY,Gauteng Audit Services,Programme Support/Office of the DDG,9009,12706,13404
GAUTENG,PROVINCIAL TREASURY,Gauteng Audit Services,"Risk and Compliance Audit Services( Cluster 4,5,6)",45513,48153,50801
GAUTENG,PROVINCIAL TREASURY,Gauteng Audit Services,"Risk and Compliance Audit Services( Cluster1,2,3)",38428,40657,42893
GAUTENG,PROVINCIAL TREASURY,Municipal Financial Governance,,78576,69737,76724
GAUTENG,PROVINCIAL TREASURY,Municipal Financial Governance,Local Government Financial Services,19971,12136,12804
GAUTENG,PROVINCIAL TREASURY,Municipal Financial Governance,Municipal Accounting and Asset Management,21330,13574,14320
GAUTENG,PROVINCIAL TREASURY,Municipal Financial Governance,Municipal Compliance and Financial Management Support,25593,31668,36562
GAUTENG,PROVINCIAL TREASURY,Municipal Financial Governance,Programme Support/Office of the DDG,11682,12359,13038
GAUTENG,PROVINCIAL TREASURY,Provincial Supply Chain Management,,128034,131039,141399
GAUTENG,PROVINCIAL TREASURY,Provincial Supply Chain Management, Programme Support/Office of the DDG,36398,36898,38929
GAUTENG,PROVINCIAL TREASURY,Provincial Supply Chain Management,"Governance, Compliance, Monitoring and Evaluation",0,0,0
GAUTENG,PROVINCIAL TREASURY,Provincial Supply Chain Management,Procurement Services,0,0,0
GAUTENG,PROVINCIAL TREASURY,Provincial Supply Chain Management,SCM Client Support,37126,39279,44592
GAUTENG,PROVINCIAL TREASURY,Provincial Supply Chain Management,"SCM Policy, Norms and Standards",22142,22314,23539
GAUTENG,PROVINCIAL TREASURY,Provincial Supply Chain Management,Strategic Procurement,19235,20350,21470
GAUTENG,PROVINCIAL TREASURY,Provincial Supply Chain Management,Transversal Contract Management,13133,12198,12869
GAUTENG,PROVINCIAL TREASURY,Sustainable Fiscal  Resource Management,,156001,164773,173831
GAUTENG,PROVINCIAL TREASURY,Sustainable Fiscal  Resource Management,Budget Management,25542,27021,28505
GAUTENG,PROVINCIAL TREASURY,Sustainable Fiscal  Resource Management,Economic and Fiscal Policy Oversight,14327,15098,15929
GAUTENG,PROVINCIAL TREASURY,Sustainable Fiscal  Resource Management,Financial Asset and Liabilities Management,15423,16131,17018
GAUTENG,PROVINCIAL TREASURY,Sustainable Fiscal  Resource Management,Infrastructure Management,16362,17310,18261
GAUTENG,PROVINCIAL TREASURY,Sustainable Fiscal  Resource Management,Programme Support/Office of the DDG,64343,68044,71785
GAUTENG,PROVINCIAL TREASURY,Sustainable Fiscal  Resource Management,Public Finance,20004,21169,22333
GAUTENG,ROADS AND TRANSPORT,,,7713818,8269666,7954125
GAUTENG,ROADS AND TRANSPORT,Administration,,359104,386043,401459
GAUTENG,ROADS AND TRANSPORT,Administration,Corporate Support,328139,354065,367786
GAUTENG,ROADS AND TRANSPORT,Administration,Departmental Strategy,3335,3448,3637
GAUTENG,ROADS AND TRANSPORT,Administration,Management of the Department,18140,18750,19709
GAUTENG,ROADS AND TRANSPORT,Administration,Office of the MEC,9490,9780,10327
GAUTENG,ROADS AND TRANSPORT,Gautrain,,1945268,2058094,2171289
GAUTENG,ROADS AND TRANSPORT,Gautrain,Gautrain Rapid Link,1945268,2058094,2171289
GAUTENG,ROADS AND TRANSPORT,Transport Operations,,2589117,2695438,2881542
GAUTENG,ROADS AND TRANSPORT,Transport Operations,Programme Support Operations,8570,9255,9761
GAUTENG,ROADS AND TRANSPORT,Transport Operations,Public Transport Services,2580547,2686183,2871781
GAUTENG,ROADS AND TRANSPORT,Transport Regulation,,300647,323763,344903
GAUTENG,ROADS AND TRANSPORT,Transport Regulation,Operator Licence and Permits,135735,142313,150200
GAUTENG,ROADS AND TRANSPORT,Transport Regulation,Transport Administration and Licencing,164912,181450,194703
GAUTENG,ROADS AND TRANSPORT,Transport Infrastructure,,2519682,2806328,2154932
GAUTENG,ROADS AND TRANSPORT,Transport Infrastructure,Construction,947364.5,1452951,850824
GAUTENG,ROADS AND TRANSPORT,Transport Infrastructure,Infrastructure Design,110105,47440,45157
GAUTENG,ROADS AND TRANSPORT,Transport Infrastructure,Infrastructure Planning,60299,43439,40758
GAUTENG,ROADS AND TRANSPORT,Transport Infrastructure,Maintenance,1367518.5,1225828,1182698
GAUTENG,ROADS AND TRANSPORT,Transport Infrastructure,Programme Support Infrastructure,34395,36670,35495
GAUTENG,SOCIAL DEVELOPMENT,,,4983495,5293915,5599412
GAUTENG,SOCIAL DEVELOPMENT,Administration,,623594,682170,719687
GAUTENG,SOCIAL DEVELOPMENT,Administration,Corporate Management Services,321427,343019,361888
GAUTENG,SOCIAL DEVELOPMENT,Administration,District Management,291445,330456,348626
GAUTENG,SOCIAL DEVELOPMENT,Administration,Office of the MEC,10722,8695,9173
GAUTENG,SOCIAL DEVELOPMENT,Children and Families,,2303871,2432337,2618247
GAUTENG,SOCIAL DEVELOPMENT,Children and Families,Care and Services to Families,144798,194622,250786
GAUTENG,SOCIAL DEVELOPMENT,Children and Families,Child and Youth Care Centres,539182,560711,591549
GAUTENG,SOCIAL DEVELOPMENT,Children and Families,Child Care and Protection,587483,671884,714717
GAUTENG,SOCIAL DEVELOPMENT,Children and Families,Community-Based Care Services for Children,488205,523226,552003
GAUTENG,SOCIAL DEVELOPMENT,Children and Families,ECD and Partial Care,535032,472681,499473
GAUTENG,SOCIAL DEVELOPMENT,Children and Families,Management and Support,9171,9213,9719
GAUTENG,SOCIAL DEVELOPMENT,Development and Research,,622590,659193,695448
GAUTENG,SOCIAL DEVELOPMENT,Development and Research,Community Based Reasearch and Planning,5438,6462,6818
GAUTENG,SOCIAL DEVELOPMENT,Development and Research,Community Mobilisation,12590,15944,16821
GAUTENG,SOCIAL DEVELOPMENT,Development and Research,Institutional Capacity and Support for NPOs,204073,217349,229304
GAUTENG,SOCIAL DEVELOPMENT,Development and Research,Management and Support,6188,6663,7028
GAUTENG,SOCIAL DEVELOPMENT,Development and Research,Population Policy Promotion,3936,3471,3662
GAUTENG,SOCIAL DEVELOPMENT,Development and Research,Poverty Alleviation and Sustainable Livelihoods,347113,364302,384339
GAUTENG,SOCIAL DEVELOPMENT,Development and Research,Women Development,15172,16022,16903
GAUTENG,SOCIAL DEVELOPMENT,Development and Research,Youth Development,28080,28980,30573
GAUTENG,SOCIAL DEVELOPMENT,Restorative Services,,619317,660836,659185
GAUTENG,SOCIAL DEVELOPMENT,Restorative Services,Management and Support,1425,1220,1288
GAUTENG,SOCIAL DEVELOPMENT,Restorative Services,"Substance Abuse, Prevention and Rehabilitation",362767,383880,404995
GAUTENG,SOCIAL DEVELOPMENT,Restorative Services,Crime Prevention and Support,146954,151538,159875
GAUTENG,SOCIAL DEVELOPMENT,Restorative Services,Victim Empowerment,108171,124198,93027
GAUTENG,SOCIAL DEVELOPMENT,Social Welfare Services,,814123,859379,906845
GAUTENG,SOCIAL DEVELOPMENT,Social Welfare Services,Care And Services to Older Persons,293680,312329,329507
GAUTENG,SOCIAL DEVELOPMENT,Social Welfare Services,HIV and AIDS,378012,396347,418337
GAUTENG,SOCIAL DEVELOPMENT,Social Welfare Services,Management and Support,5261,5451,5760
GAUTENG,SOCIAL DEVELOPMENT,Social Welfare Services,Services to Persons with Disabilities,137170,145252,153241
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",,,942651.5,989706,1079675
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",Administration,,128192,141891,149531
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",Administration,Corporate Services,120532,133801,140995
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",Administration,Office of the MEC,7660,8090,8536
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",CULTURAL AFFAIRS ,,205455.5,212729,242381
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",CULTURAL AFFAIRS ,ARTS & CULTURE,111549.5,115678,127935
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",CULTURAL AFFAIRS ,Language Services,3957,4178,4409
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",CULTURAL AFFAIRS ,HERITAGE RESOURCE SERVICES,82183,84673,101384
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",CULTURAL AFFAIRS ,MANAGEMENT,7766,8200,8653
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",Sport and Recreation,,308466,316747,357249
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",Sport and Recreation,Recreation,119877,123798,141603
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",Sport and Recreation,Sport,140786,141879,156669
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",Sport and Recreation,MANAGEMENT,8054,8505,8973
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",Sport and Recreation,SCHOOL SPORT,39749,42565,50004
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",LIBRARY AND ARCHIVES SERVICES,,300538,318339,330514
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",LIBRARY AND ARCHIVES SERVICES,Archives,46976,49607,52336
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",LIBRARY AND ARCHIVES SERVICES,Library services,251761,266830,276172
GAUTENG,"SPORT,  ARTS, CULTURE AND RECREATION",LIBRARY AND ARCHIVES SERVICES,MANAGEMENT,1801,1902,2006
KWAZULU-NATAL,,,,122491654,129300386,138658538
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,,,2324108,2430041,2591362
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Administration,,532805,567744,605198
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Administration,Communication Services,33947,36278,38421
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Administration,Corporate Services,275268,293430,311283
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Administration,Financial Management,162138,174302,188370
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Administration,Office of the MEC,15535,16475,17327
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Administration,Senior Management,45917,47259,49797
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Agriculture,,1759864,1830323,1951886
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Agriculture,Agricultural Economic Services,10746,11540,12480
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Agriculture,Farmer Support and Development,1146349,1175325,1256619
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Agriculture,Research and Technology Development Services,212362,226676,240417
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Agriculture,Structured Agricultural Education and Training,106537,113174,119455
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Agriculture,Sustainable Resource Management,85176,91548,96321
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Agriculture,Veterinary Services,198694,212060,226594
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Rural Development,,31439,31974,34278
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Rural Development,Social Facilitation,25024,25040,26800
KWAZULU-NATAL,AGRICULTURE AND RURAL DEVELOPMENT,Rural Development,Rural Development Coordination,6415,6934,7478
KWAZULU-NATAL,ARTS AND CULTURE,,,962571,975808,1000439
KWAZULU-NATAL,ARTS AND CULTURE,1. Administration,,152667,153318,173260
KWAZULU-NATAL,ARTS AND CULTURE,1. Administration,Corporate Services,135962,135418,153095
KWAZULU-NATAL,ARTS AND CULTURE,1. Administration,Office of the MEC,16705,17900,20165
KWAZULU-NATAL,ARTS AND CULTURE,2. Cultural Affairs,,255489,251262,258222
KWAZULU-NATAL,ARTS AND CULTURE,2. Cultural Affairs,Arts and Culture,203404,195935,198155
KWAZULU-NATAL,ARTS AND CULTURE,2. Cultural Affairs,Language Services,18540,19609,21509
KWAZULU-NATAL,ARTS AND CULTURE,2. Cultural Affairs,Museum Services,27999,29742,32123
KWAZULU-NATAL,ARTS AND CULTURE,2. Cultural Affairs,MANAGEMENT,5546,5976,6435
KWAZULU-NATAL,ARTS AND CULTURE,3. Library and Archive Services,,554415,571228,568957
KWAZULU-NATAL,ARTS AND CULTURE,3. Library and Archive Services,Archives,104519,101278,62854
KWAZULU-NATAL,ARTS AND CULTURE,3. Library and Archive Services,Community Library Services grant,174397,183917,194072
KWAZULU-NATAL,ARTS AND CULTURE,3. Library and Archive Services,Library services,273861,284266,310128
KWAZULU-NATAL,ARTS AND CULTURE,3. Library and Archive Services,MANAGEMENT,1638,1767,1903
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,,,224949,228047,242765
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,Administration,,83619,89486,95670
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,Administration,Corporate Services,52070,55612,59621
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,Administration,Financial Management,13110,14071,14909
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,Administration,Legal,3928,4226,4553
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,Administration,Office of the HOD,8333,8981,9560
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,Administration,SECURITY,6178,6596,7027
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,Provincial Secretariat for Police Service,,141330,138561,147095
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,Provincial Secretariat for Police Service,Community Police Relations,5900,6112,6155
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,Provincial Secretariat for Police Service,Monitoring and Evaluation,16707,17924,19254
KWAZULU-NATAL,COMMUNITY SAFETY AND LIAISON,Provincial Secretariat for Police Service,Policy and Research,4107,4410,4740
